username,numLecture,numQuiz,numForum,numActions,numSession,numIP,weekcount,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18
f6af9758c44516a779542af1527b0f9159a41627,46,8,95,3929,49,4,10,0,0,0,73,470,1853,57,960,204,150,33,125,0,4,0,0,0,0
df9ec8194e4bc0fe401e7e8ecea8c7e9d35f0b08,27,3,60,3920,3,1,6,0,0,0,33,154,3511,140,70,0,12,0,0,0,0,0,0,0,0
85a84b13c0028f16736d61f76830fe3d341e8df3,52,9,92,3840,54,6,12,0,0,0,28,443,944,477,229,706,441,208,150,201,3,0,0,10,0
eb51b1d98eff14c8483221a148532dab7199193f,25,4,26,3836,21,1,6,0,0,0,19,0,57,1016,5,2732,0,0,7,0,0,0,0,0,0
544a3f37e58b74d271df84437c6c55775fae184e,79,12,15,3809,140,45,17,43,87,295,1489,449,136,330,206,158,176,182,110,3,0,5,24,22,94
8552ca8d0fc2754a144bb0b0d587df963d4ed2d3,49,8,90,3763,25,1,11,0,0,0,0,6,1073,1242,503,9,416,254,145,113,1,0,0,1,0
9568ac28e5c96deba4fa1210f76ab93c1caae037,52,9,140,3733,86,3,11,0,0,0,107,802,1267,255,458,286,266,176,74,40,2,0,0,0,0
25c1c7fcdf5e1f279049e1c379497fb1675fb93f,6,1,24,3712,49,1,2,0,0,0,1389,2323,0,0,0,0,0,0,0,0,0,0,0,0,0
47410924266f3aac8e89e80ae82a81b982f0c696,43,9,200,3690,22,62,11,0,0,0,0,663,275,228,422,446,791,647,145,51,7,0,0,15,0
02cdfa76abf4e84b10b814be57c72cc6cff3382f,53,9,70,3660,32,9,11,0,0,0,5,482,701,441,747,172,485,426,15,0,0,0,155,31,0
d8ca9ea0390090a2fd875a87dc207a7c13984423,44,9,69,3653,23,12,10,0,0,0,31,13,790,1569,37,720,11,140,322,20,0,0,0,0,0
e530f5a4116c5b5aeb6e0869f7f30a1c36775ffb,47,7,23,3616,11,29,6,0,0,0,0,0,653,1370,276,496,571,0,250,0,0,0,0,0,0
869e44608e551f6879a3f9a8e322e6197e570122,11,9,577,3595,69,28,13,0,0,0,649,501,423,356,313,243,273,229,267,326,10,2,0,0,3
25fda06a12e40641e04df2d2919b88437e04a0b2,51,9,22,3590,41,16,11,0,0,0,218,489,599,1196,281,226,123,447,7,3,0,0,0,1,0
876c6ce2e4ed83ce2b52f71a2ae2734ced2c43aa,10,2,3,3558,24,3,4,0,0,0,2018,0,0,918,617,0,5,0,0,0,0,0,0,0,0
1dd29719da05db5bf87d3862e3f72056719084de,52,9,38,3533,6,7,9,0,0,0,0,24,340,1477,192,159,701,448,5,187,0,0,0,0,0
dfe6df83527a33451b1da904fc0e9cfd28e548f6,45,9,60,3529,35,23,9,0,0,0,410,604,892,297,229,527,263,82,225,0,0,0,0,0,0
936da425303849614ac9a22c8c0fc8d7150fb2d9,15,1,16,3521,10,7,7,0,0,0,47,571,13,6,2769,0,0,72,43,0,0,0,0,0,0
1edf2b33da4f24a52062132819bb7cb6d9a85880,44,6,0,3517,2,17,7,0,0,0,0,0,20,2122,430,97,588,220,40,0,0,0,0,0,0
5cff8d072a0d976c03d1596bf9cb33a3a8efd2f7,48,10,76,3514,20,1,9,0,0,0,491,645,658,551,618,226,101,180,44,0,0,0,0,0,0
549c5bb6df33a521089a002a950608f59273ec71,29,2,7,3495,4,1,4,0,0,0,0,974,1078,0,0,0,1435,0,0,0,0,8,0,0,0
bbb9acd35d3daf8e19b4ebe9cc425e058a62fad8,47,9,44,3486,34,10,10,0,0,0,105,482,990,403,322,430,260,40,352,102,0,0,0,0,0
4624ff24b9efbbd6ea81d7c7b8afabc207728dae,25,5,66,3469,3,74,8,0,0,0,22,352,1221,1734,134,3,2,1,0,0,0,0,0,0,0
d91b6040dc1124ed22dd7c2df354e27e176a69f5,52,9,13,3445,4,6,10,0,0,0,0,574,141,443,1459,609,110,93,4,1,11,0,0,0,0
78dbb105b669553192cd4fcae76dce9c350128b5,33,10,98,3409,106,61,15,61,159,17,749,322,307,500,219,404,557,61,5,8,6,0,34,0,0
1fbb70cfb63b0b17e87528ea19743a05f695b1dd,52,8,114,3362,5,4,8,0,0,0,0,0,602,1185,263,370,160,388,254,140,0,0,0,0,0
38e9a9f0245d7e6f2a44fe1a13ec312c59ab4c41,52,9,11,3361,3,2,10,0,0,0,0,0,0,907,999,524,269,89,146,188,3,0,13,0,223
d8d473ab17700e63febd4861a9709097cb0c2dc7,52,9,83,3332,55,4,14,0,0,0,239,11,473,144,461,579,135,603,116,232,128,162,1,48,0
5281d4c1b0da2ad31495b432e72f5577e5084efe,48,8,33,3311,8,3,13,0,0,0,161,723,920,7,395,542,83,32,267,101,2,0,2,0,76
77c55e7f11e3fe33f11867e2998fe825eb8dd2f2,52,9,7,3308,38,5,10,0,0,0,246,492,25,368,665,561,223,416,310,2,0,0,0,0,0
ea67e234228b0a44d754761d39fc36f66332dbe2,43,9,76,3266,5,7,10,0,0,0,29,160,28,293,127,1021,1190,129,259,30,0,0,0,0,0
8428b861370d8f9415aad5b9f14f27768458c69c,47,8,33,3253,121,2,9,0,0,0,595,278,645,176,562,438,199,359,1,0,0,0,0,0,0
ecd4e75eece328feba70cc1daa339dd727b9a3d2,52,9,69,3218,17,3,12,0,0,0,857,68,834,432,229,214,253,110,141,78,1,0,1,0,0
a5e8c106c8f343da21a07ee1a4e3a0b0f8b601e3,48,9,119,3213,43,5,13,0,0,0,51,165,668,890,23,279,78,329,337,339,45,8,0,0,1
682294db07e694df93697d9d9bd9fc9e45c5c983,36,9,208,3204,8,5,10,0,0,0,46,297,556,528,214,522,426,504,105,6,0,0,0,0,0
1157564273679b9835d324e4dd299dbe7acf50d8,52,9,21,3200,75,1,11,0,0,0,163,629,2,544,445,421,290,393,153,157,3,0,0,0,0
282df3429dc7aa09a9d5c0cee6ff3f87b56f5aa9,14,2,0,3188,9,9,8,0,0,0,27,495,1410,942,261,18,34,0,1,0,0,0,0,0,0
85c9bad5cc87fdc2a2e2945be4d0dd17bca16333,52,9,111,3184,214,15,11,0,0,0,335,926,205,878,192,316,170,122,37,1,2,0,0,0,0
a1ccb67f84ce053468481708e10b70b4ddfd37b4,20,0,0,3148,6,5,3,0,0,0,0,0,0,0,0,0,0,0,17,3109,22,0,0,0,0
6e5546286b1f23b0111c17c08444c9331b09f890,8,0,0,3145,1,3,1,0,0,0,0,0,0,0,0,0,3145,0,0,0,0,0,0,0,0
4ed4b88aaba3dab57fb4b804ee2f0a0ae5ab0844,10,1,1,3139,2,3,3,0,0,0,0,743,1228,1168,0,0,0,0,0,0,0,0,0,0,0
715f316023401eae686e6e257bd580eef957be5b,49,8,31,3133,109,7,11,0,0,0,799,1138,264,81,73,390,150,222,6,8,0,0,2,0,0
fdca1d0f4294faf51b4cdf676558802bfe96b117,52,9,192,3124,4,3,10,0,0,0,0,0,371,370,1162,279,384,255,231,67,0,1,4,0,0
308023a7c583ecf8be9b309daf8f45272eeef8e1,21,3,46,3120,16,36,4,0,0,0,0,1475,1151,455,39,0,0,0,0,0,0,0,0,0,0
98e23bef362926127c60009762ec1edd97432a1a,35,9,120,3102,29,3,10,0,0,0,119,1975,2,35,29,466,233,141,101,0,0,1,0,0,0
91b1e15a07339cb65ee97c1d7892041acd4cc96c,52,9,69,3060,94,8,11,0,0,0,171,707,69,422,844,163,186,379,101,9,0,0,9,0,0
7ba1f87c31f0f0714a076446f2c17bcb02ff342a,51,9,73,3059,2,13,10,0,0,0,0,195,732,891,242,135,130,197,311,223,0,0,0,0,3
ba217f4c7e3a5fc642e612178f3e56157149c0fe,36,9,46,3042,3,33,10,0,0,0,213,323,662,968,195,241,81,258,98,0,3,0,0,0,0
a702e5b8f8b9a265a5ad516d6863ab1ba50db569,7,1,9,3010,76,2,2,0,0,0,0,2987,23,0,0,0,0,0,0,0,0,0,0,0,0
3b6cfc51ce97b0b420b39a645b143fc8e341a774,16,2,2,3007,1,1,3,0,0,0,0,0,0,0,18,1305,1684,0,0,0,0,0,0,0,0
be0c0c1c5aea1547b3e19794ce92fd836b802520,14,2,21,3002,74,2,3,0,0,0,869,1374,759,0,0,0,0,0,0,0,0,0,0,0,0
195476db04ea0e81456f7ee3c1ba33443f2b17d2,52,8,72,2998,101,11,11,0,0,0,527,518,293,331,303,87,873,46,9,7,4,0,0,0,0
2e5f1f6d684d74e16b8d2fc3935ce2e97df14f8d,32,3,146,2993,441,2,6,0,0,0,464,1860,461,52,137,19,0,0,0,0,0,0,0,0,0
3a533b52c10a994cc4c73ec1d179460d6fe34e07,52,10,102,2990,163,5,8,0,0,0,736,518,174,314,218,129,0,897,4,0,0,0,0,0,0
e8c7a0c76882da93a882d681108a4e72d63e9c85,52,9,104,2988,27,25,13,0,0,0,553,158,650,34,555,322,166,291,147,77,15,15,5,0,0
b51ef1d359b02e84e7080ff58f161e25365c9ad5,52,9,47,2975,25,4,10,0,0,0,99,658,499,390,376,423,211,116,129,74,0,0,0,0,0
e1cfb4733f508353e9c19455a1e4477fab9b25a4,22,3,15,2973,3,29,6,0,0,0,0,0,1091,1344,434,95,0,0,0,8,0,0,1,0,0
af338fc6ebf8560c45997da28f78d9f2201b27b1,52,9,45,2967,59,6,9,0,0,0,354,558,1153,51,0,363,125,326,29,8,0,0,0,0,0
6fda062fbb726161e282ad091dec75c679433a72,52,9,109,2954,1,7,12,0,0,0,8,1019,233,62,108,162,683,250,312,110,5,0,0,2,0
db87b5f72b7d9f3e6b5b705c88040352276a56a4,32,9,190,2947,28,23,11,0,0,0,24,16,161,127,726,395,435,669,294,96,4,0,0,0,0
8e0613f9d5619ba1b5436b464f542b5d8c5ca9bf,30,4,4,2934,31,7,7,0,0,0,383,494,641,766,503,135,0,0,12,0,0,0,0,0,0
affd8c3bd44b42880685df73315f55c934b8ccc4,44,9,40,2927,26,16,10,0,0,0,0,792,573,258,412,516,230,137,4,4,1,0,0,0,0
8b8356536aa706f477387b049ba53f0749744e20,52,9,29,2926,33,7,8,0,0,0,0,680,898,19,828,114,293,46,48,0,0,0,0,0,0
3a064f4bc0ab997472af1b6630eee25122e81a62,49,8,37,2921,4,7,9,0,0,0,0,1116,230,513,135,210,30,305,344,0,0,38,0,0,0
60a5495edf0f7e6acdcfc10ff8a3f3efc052502a,52,8,26,2916,4,4,11,0,0,0,186,461,12,426,648,638,326,184,33,1,0,0,0,1,0
8281db2ae2b0e084bead5fc3795db8bf5aed1605,41,8,9,2912,1,4,10,0,0,0,0,353,322,165,411,586,591,108,359,15,0,0,2,0,0
cd3bbcb8a14cc87315ef05e749ed07b2db48b6e3,13,3,10,2910,3,7,4,0,0,0,0,106,2141,649,14,0,0,0,0,0,0,0,0,0,0
35c62bb87336563dd03e351ea10a4a1b7f7d1cc3,52,9,63,2907,90,26,9,0,0,0,215,581,473,287,312,147,676,36,180,0,0,0,0,0,0
e6a34f5a49470f49aeee296a49715ba91c82cb9e,19,8,27,2892,3,11,8,0,0,0,204,593,1343,677,54,0,0,2,18,0,1,0,0,0,0
a55844b598094be059f5a3dcb771f98f7505116d,51,8,27,2857,49,2,11,0,0,0,96,687,495,60,207,173,350,412,22,0,0,6,0,349,0
484553c2a8e841dc7b3ec54e85e6581335b0e54b,48,9,30,2856,48,24,10,0,0,0,35,305,120,633,778,189,479,132,58,127,0,0,0,0,0
068bf134ba0814ef299cc3ab899e95f3db9ba51a,52,9,254,2852,227,20,10,0,0,0,304,638,689,242,145,27,575,218,7,7,0,0,0,0,0
79c3856d8b6650b423d63f30a14e4da93840b830,25,9,51,2851,99,26,9,0,0,0,80,1198,272,959,109,158,35,6,34,0,0,0,0,0,0
e515e3102edfc2f92f452edc31dfc6075683d8ec,51,7,53,2842,35,46,11,0,0,0,79,13,167,574,477,669,147,490,52,140,34,0,0,0,0
1cf411a5eb8fb325727adbb7ed41d42f781d10a2,46,9,113,2841,13,1,11,0,0,0,9,425,23,772,646,19,139,466,318,21,0,0,0,0,3
d514b9dfec07ef349e3269e993364406eb3c47ea,32,7,52,2820,7,3,8,0,0,0,0,387,560,556,472,225,578,0,35,7,0,0,0,0,0
b2461ad45d5715c2612db08562681299f283dd58,34,9,187,2816,6,18,12,0,0,0,0,114,951,355,283,456,356,132,150,1,8,0,7,3,0
7141aa73728beb1213ef5f66cc46c671d4667ec9,10,5,32,2792,135,2,5,0,0,0,248,2427,86,19,12,0,0,0,0,0,0,0,0,0,0
ade05d5e37393a237395fba9669f05d9f6b0ed0a,24,3,2,2792,18,2,5,0,0,0,0,15,1843,40,563,331,0,0,0,0,0,0,0,0,0
fefc566d75e58eb279136d16adb831ffde9cda8b,58,8,130,2731,1,3,8,0,0,0,0,529,1232,224,225,27,297,168,29,0,0,0,0,0,0
6ce603fd46c023cdde8aee3c9ee16be5c12de58b,16,3,36,2724,1,1,3,0,0,0,0,112,0,2606,6,0,0,0,0,0,0,0,0,0,0
30552ee91be790ad68c35ee87c6dc941a18c04af,55,8,54,2722,83,3,9,0,0,0,352,360,0,839,347,243,304,165,54,58,0,0,0,0,0
7650880b4f79f13d7022314aadfffde41e19cd5a,52,9,66,2714,54,2,11,0,0,0,186,386,737,248,306,235,269,165,112,65,0,0,5,0,0
eafd8b76a31fbbd9af4fe9cab2051444cf98e5c8,52,8,18,2671,5,2,8,0,0,0,0,0,1729,480,131,4,62,118,144,3,0,0,0,0,0
f27c9052aa0c4566a3d022f1e0474aeb4ff9f643,52,10,176,2655,2,11,12,0,0,0,117,689,167,161,601,54,137,503,113,106,2,0,5,0,0
cbb4f9a6e12b5b899943031b91d7f3ad0b670ed0,46,9,30,2642,34,6,15,0,0,0,244,794,241,481,13,44,201,563,30,1,1,8,14,5,2
9b8bf408f67756f7045b02f60c1b3d79c163fab7,20,3,24,2636,79,6,3,0,0,0,707,1111,818,0,0,0,0,0,0,0,0,0,0,0,0
0cb5978d1bb7e05219933aee893b01dc741ca2bf,50,9,110,2631,169,33,11,0,0,0,232,264,226,339,417,206,265,355,280,44,0,3,0,0,0
418dd48c249913c580be14c6f0dff06f168c7ac3,51,9,19,2623,4,19,9,0,0,0,6,527,114,204,199,166,296,413,698,0,0,0,0,0,0
fdf44e8ce2987c0e42c406f356180a5b8ff8ebf8,45,6,84,2618,35,5,10,0,0,0,347,348,436,399,369,325,232,153,4,5,0,0,0,0,0
dc30cad29625d0d5d719e8c872ee8e089df6812a,17,1,7,2601,6,1,6,0,0,0,79,403,1156,943,5,15,0,0,0,0,0,0,0,0,0
4eb548c4df6ff43a7ab79628440dad490fda54fa,45,10,95,2598,73,80,11,0,0,0,72,379,401,602,245,179,276,223,211,9,0,1,0,0,0
680f4991979eacb3428df463376e67661700ad6d,8,1,10,2583,120,1,2,0,0,0,2578,0,0,0,0,0,0,0,5,0,0,0,0,0,0
411a227efd22ba64c5b5800be73bc5c1e3f41cdb,52,9,42,2577,62,1,10,0,0,0,146,277,300,177,311,95,656,37,575,0,3,0,0,0,0
ad8f86e19c0b7fbc3dfad04f3d5ec09c0542dc64,37,9,87,2576,47,33,10,0,0,0,0,103,365,1508,12,3,43,517,7,12,0,6,0,0,0
a620fe098ca033441f93cea43b37c5cff44178a3,47,5,23,2568,14,4,7,0,0,0,51,25,0,3,1732,1,0,204,552,0,0,0,0,0,0
ad894f1d84d511d17dd5deb621c71b10df5848e7,50,9,179,2565,44,66,11,0,0,0,20,808,504,223,78,31,262,250,300,87,2,0,0,0,0
1a990589ad63c7dc560c9b2ccf678bfca1b162b3,39,9,18,2564,13,30,10,0,0,0,118,528,512,279,269,227,167,428,33,0,3,0,0,0,0
0aa7fe16c92993c689007b45ef55ce65d85146b4,52,9,21,2552,3,8,8,0,0,0,0,0,592,444,167,354,53,416,211,315,0,0,0,0,0
2052331c235a38271bfa3dcf5b54133ee6a5e82c,50,9,74,2520,47,4,10,0,0,0,107,689,543,250,269,203,151,121,101,86,0,0,0,0,0
fb714264300a48065c4d6aa8a37b7f4c444249b2,40,9,63,2516,55,24,9,0,0,0,0,76,454,507,782,212,11,229,218,27,0,0,0,0,0
b5a6351a4a9732aa3b52031c1f7d3de4c6b8e003,20,3,9,2505,18,1,6,0,0,0,13,464,1673,195,137,0,23,0,0,0,0,0,0,0,0
eb4ce4957c2fe23ff50a0935e6ea8949056d71ba,52,8,197,2499,64,1,11,0,0,0,9,739,629,50,336,21,183,165,326,40,1,0,0,0,0
5aa396c91341a94236c7ad7320c1461069b2782a,52,9,83,2478,63,2,9,0,0,0,71,976,196,513,155,221,71,151,124,0,0,0,0,0,0
1c3c4dc1dc60e6552d9467d85d038c3e3b092c6e,52,11,62,2429,51,43,12,0,0,0,333,1026,240,107,250,185,125,134,24,2,1,2,0,0,0
cd5a00199c93ec5f1e4850ad35a8b14b439135a4,52,8,92,2426,1,2,9,0,0,0,112,265,504,412,490,142,280,211,10,0,0,0,0,0,0
dff50acf38a7e5daebc7297e5260b119e6719045,45,9,133,2424,3,3,11,0,0,0,539,383,122,228,67,330,196,486,69,3,0,1,0,0,0
9b6556fc77b1343df6bc8b0109112d5bb5317084,52,9,99,2413,22,5,11,0,0,0,0,103,765,456,230,186,234,307,83,47,1,0,1,0,0
5965fb71b7bf379c4938d21c0251c4851e1f1cbe,52,9,122,2406,173,15,11,0,0,0,216,230,452,428,355,489,108,115,8,4,1,0,0,0,0
2a439c03cfcfc231dc4d411757fd2190fb4c6cbd,44,9,122,2406,9,1,9,0,0,0,544,317,237,281,71,106,311,152,0,387,0,0,0,0,0
aec8c9fb1df9a7c81444176e6ed438e5d40031e3,52,9,61,2404,79,2,11,0,0,0,407,387,240,271,413,66,303,28,269,19,0,0,1,0,0
2d5e1a634c49e043c89c369900108e81836555cb,42,9,110,2385,158,1,9,0,0,0,247,401,483,550,84,262,46,148,164,0,0,0,0,0,0
7d1c828b7117d485bbe5860fa6862c27f0d5a736,13,1,2,2385,1,2,4,0,0,0,48,16,0,2311,10,0,0,0,0,0,0,0,0,0,0
9dfd7179ebaa082458a015377ebd75220b4dc95f,52,9,81,2360,5,9,10,0,0,0,36,735,535,242,364,16,192,133,106,0,1,0,0,0,0
25401b197b9915e4d0332314f8bfa70a19e36815,40,8,21,2351,33,11,10,0,0,0,310,869,298,93,375,266,123,4,4,9,0,0,0,0,0
9c7bc5c52eb2f95cc0ea5f8e6dd15877ef2d3ec1,31,2,7,2349,8,1,7,0,0,0,0,384,423,477,0,0,0,594,459,0,2,0,0,10,0
fe3a0a206b0e19acef4b5f1edb71d9a1172e81a0,52,6,25,2337,1,2,8,0,0,0,0,594,556,270,518,101,123,0,174,1,0,0,0,0,0
241cb403673b17385306e03556481f554f2f35c8,19,2,8,2309,17,3,10,0,0,0,496,228,226,0,0,0,0,5,869,207,8,79,2,189,0
860143696e348e2f3a5a8e9904a957e11dfbbe04,52,8,130,2305,36,7,10,0,0,0,97,377,354,240,297,7,181,381,368,3,0,0,0,0,0
95a069e6e32f98bee4d66e4cb1b7123dc397ec5b,52,9,68,2284,3,5,14,0,0,0,97,604,265,252,77,398,77,267,232,0,10,2,1,1,1
71509d552904e6dce9917956326c0f39a1af5994,44,7,22,2270,9,6,10,0,0,0,0,33,347,1075,172,179,308,77,69,0,7,3,0,0,0
